target,label,phrase,ngram,df_class,df_other,df_total,log_odds,rank
Harris,Favor,above,1,18,29,47,0.21536485199179367,3592
Harris,Favor,chance to,2,18,29,47,0.21536485199179367,3593
Harris,Favor,could be,2,18,29,47,0.21536485199179367,3594
Harris,Favor,doubt,1,18,29,47,0.21536485199179367,3595
Harris,Favor,it with,2,18,29,47,0.21536485199179367,3596
Harris,Favor,north,1,18,29,47,0.21536485199179367,3597
Harris,Favor,phone,1,18,29,47,0.21536485199179367,3598
Harris,Favor,but this,2,33,53,86,0.2151959514391546,3599
Harris,Favor,immediately,1,33,53,86,0.2151959514391546,3600
Harris,Favor,to oppose,2,33,53,86,0.2151959514391546,3601
Harris,Favor,cannot be,2,23,37,60,0.21509122914328227,3602
Harris,Favor,forgive,1,28,45,73,0.2150727593171622,3603
Harris,Favor,hateful,1,28,45,73,0.2150727593171622,3604
Harris,Favor,sell,1,28,45,73,0.2150727593171622,3605
Harris,Favor,to come,2,28,45,73,0.2150727593171622,3606
Harris,Favor,before,1,157,254,411,0.21464551519594588,3607
Harris,Favor,biden and,2,56,90,146,0.2142753446830099,3608
Harris,Favor,know that,2,51,82,133,0.21370804235147478,3609
Harris,Favor,when you,2,90,145,235,0.21359394960918543,3610
Harris,Favor,to follow,2,80,129,209,0.21205159269656093,3611
Harris,Favor,joe biden,2,107,173,280,0.211163118554198,3612
Harris,Favor,at,1,692,1179,1871,0.21068234946511444,3613
Harris,Favor,don need,2,26,42,68,0.2102943144622218,3614
Harris,Favor,note,1,26,42,68,0.2102943144622218,3615
Harris,Favor,amazing news,2,21,34,55,0.20929886238120599,3616
Harris,Favor,see that,2,21,34,55,0.20929886238120599,3617
Harris,Favor,climate change,2,16,26,42,0.20797438722058637,3618
Harris,Favor,get this,2,16,26,42,0.20797438722058637,3619
Harris,Favor,mostly,1,16,26,42,0.20797438722058637,3620
Harris,Favor,is,1,1834,3501,5335,0.20704172479463656,3621
Harris,Favor,follow,1,363,602,965,0.20701842734518672,3622
Harris,Favor,mark hamill,2,63,102,165,0.2070166782418359,3623
Harris,Favor,to my,2,63,102,165,0.2070166782418359,3624
Harris,Favor,and the,2,252,414,666,0.206757476725139,3625
Harris,Favor,color,1,29,47,76,0.20653670224937937,3626
Harris,Favor,anti maga,2,11,18,29,0.20589041272869135,3627
Harris,Favor,could not,2,11,18,29,0.20589041272869135,3628
Harris,Favor,gallego,1,11,18,29,0.20589041272869135,3629
Harris,Favor,it too,2,11,18,29,0.20589041272869135,3630
Harris,Favor,kirk,1,11,18,29,0.20589041272869135,3631
Harris,Favor,know she,2,11,18,29,0.20589041272869135,3632
Harris,Favor,liking,1,11,18,29,0.20589041272869135,3633
Harris,Favor,of 2020,2,11,18,29,0.20589041272869135,3634
Harris,Favor,on shitter,2,11,18,29,0.20589041272869135,3635
Harris,Favor,steal,1,11,18,29,0.20589041272869135,3636
Harris,Favor,that democrats,2,11,18,29,0.20589041272869135,3637
Harris,Favor,too many,2,11,18,29,0.20589041272869135,3638
Harris,Favor,woman in,2,11,18,29,0.20589041272869135,3639
Harris,Favor,you on,2,11,18,29,0.20589041272869135,3640
Harris,Favor,rapist,1,118,192,310,0.2053865082264461,3641
Harris,Favor,the biden,2,37,60,97,0.20524922382982602,3642
Harris,Favor,don back,2,24,39,63,0.20479913712510456,3643
Harris,Favor,poll,1,24,39,63,0.20479913712510456,3644
Harris,Favor,or any,2,53,86,139,0.20445392138755736,3645
Harris,Favor,one,1,598,1015,1613,0.20419430840325392,3646
Harris,Favor,so we,2,32,52,84,0.2035261405908999,3647
Harris,Favor,thinks,1,56,91,147,0.2030464149527882,3648
Harris,Favor,full,1,108,176,284,0.2030327574446944,3649
Harris,Favor,actually,1,148,242,390,0.20260601162873382,3650
Harris,Favor,choosing,1,19,31,50,0.2024060538152197,3651
Harris,Favor,highly,1,19,31,50,0.2024060538152197,3652
Harris,Favor,on cnn,2,19,31,50,0.2024060538152197,3653
Harris,Favor,fellow,1,51,83,134,0.20142035486335796,3654
Harris,Favor,positive,1,27,44,71,0.20134552157506036,3655
Harris,Favor,sounds,1,27,44,71,0.20134552157506036,3656
Harris,Favor,do not,2,146,239,385,0.20124626656043265,3657
Harris,Favor,definitely,1,43,70,113,0.20114990890283257,3658
Harris,Favor,others,1,54,88,142,0.20011090216072924,3659
Harris,Favor,someone who,2,54,88,142,0.20011090216072924,3660
Harris,Favor,gone,1,38,62,100,0.19903879138230884,3661
Harris,Favor,speaking,1,38,62,100,0.19903879138230884,3662
Harris,Favor,me but,2,14,23,37,0.19868169392708968,3663
Harris,Favor,misinformation,1,14,23,37,0.19868169392708968,3664
Harris,Favor,name is,2,14,23,37,0.19868169392708968,3665
Harris,Favor,stood,1,14,23,37,0.19868169392708968,3666
Harris,Favor,talking to,2,14,23,37,0.19868169392708968,3667
Harris,Favor,we were,2,14,23,37,0.19868169392708968,3668
Harris,Favor,food,1,30,49,79,0.19862531134661054,3669
Harris,Favor,spread,1,30,49,79,0.19862531134661054,3670
Harris,Favor,ve got,2,30,49,79,0.19862531134661054,3671
Harris,Favor,is about,2,22,36,58,0.19840314793330638,3672
Harris,Favor,is with,2,22,36,58,0.19840314793330638,3673
Harris,Favor,to become,2,22,36,58,0.19840314793330638,3674
Harris,Favor,to stay,2,22,36,58,0.19840314793330638,3675
Harris,Favor,live in,2,49,80,129,0.19816954755362515,3676
Harris,Favor,the one,2,49,80,129,0.19816954755362515,3677
Harris,Favor,against,1,373,624,997,0.19785009167161993,3678
Harris,Favor,may,1,105,172,277,0.1974333087201554,3679
Harris,Favor,resist,1,74,121,195,0.19741069832126357,3680
Harris,Favor,don have,2,41,67,108,0.19733775582165647,3681
Harris,Favor,have been,2,108,177,285,0.197138166918982,3682
Harris,Favor,didn,1,292,486,778,0.19596657496431868,3683
Harris,Favor,america is,2,25,41,66,0.19540666215991465,3684
Harris,Favor,cost,1,25,41,66,0.19540666215991465,3685
Harris,Favor,greatest,1,25,41,66,0.19540666215991465,3686
Harris,Favor,even,1,300,500,800,0.1951605848945308,3687
Harris,Favor,was the,2,61,100,161,0.19424541904300874,3688
Harris,Favor,be very,2,17,28,45,0.1940501820771532,3689
Harris,Favor,decades,1,17,28,45,0.1940501820771532,3690
Harris,Favor,know about,2,17,28,45,0.1940501820771532,3691
Harris,Favor,know you,2,17,28,45,0.1940501820771532,3692
Harris,Favor,liar,1,17,28,45,0.1940501820771532,3693
Harris,Favor,to avoid,2,17,28,45,0.1940501820771532,3694
Harris,Favor,to lead,2,50,82,132,0.19362496250615946,3695
Harris,Favor,funny to,2,28,46,74,0.19309552475556302,3696
Harris,Favor,somebody,1,28,46,74,0.19309552475556302,3697
Harris,Favor,do,1,652,1122,1774,0.192117429416237,3698
Harris,Favor,that was,2,42,69,111,0.19194479727741465,3699
Harris,Favor,worth,1,42,69,111,0.19194479727741465,3700
Harris,Favor,build,1,31,51,82,0.1912721782459279,3701
Harris,Favor,decide,1,31,51,82,0.1912721782459279,3702
Harris,Favor,the entire,2,31,51,82,0.1912721782459279,3703
Harris,Favor,because of,2,79,130,209,0.19113578020740585,3704
Harris,Favor,about self,2,20,33,53,0.19085332727516224,3705
Harris,Favor,mainstream,1,20,33,53,0.19085332727516224,3706
Harris,Favor,rather amazing,2,20,33,53,0.19085332727516224,3707
Harris,Favor,rights front,2,20,33,53,0.19085332727516224,3708
Harris,Favor,think about,2,20,33,53,0.19085332727516224,3709
Harris,Favor,think you,2,20,33,53,0.19085332727516224,3710
Harris,Favor,white,1,239,398,637,0.19061693013969405,3711
Harris,Favor,gay,1,65,107,172,0.1901511239889846,3712
Harris,Favor,game,1,48,79,127,0.19002585754033818,3713
Harris,Favor,we ve,2,34,56,90,0.18980839540454575,3714
Harris,Favor,decided,1,51,84,135,0.18927604608345172,3715
Harris,Favor,most,1,234,390,624,0.1892648730590114,3716
Harris,Favor,trafficking,1,37,61,98,0.18861731881492982,3717
Harris,Favor,page,1,23,38,61,0.18853712234031317,3718
Harris,Favor,super,1,23,38,61,0.18853712234031317,3719
Harris,Favor,kind,1,83,137,220,0.18820487125067142,3720
Harris,Favor,as well,2,40,66,106,0.18763802221082537,3721
Harris,Favor,woman to,2,26,43,69,0.18680037311239683,3722
Harris,Favor,3rd,1,12,20,32,0.18661231953406787,3723
Harris,Favor,chat,1,12,20,32,0.18661231953406787,3724
Harris,Favor,engaged,1,12,20,32,0.18661231953406787,3725
Harris,Favor,is nothing,2,12,20,32,0.18661231953406787,3726
Harris,Favor,lock,1,12,20,32,0.18661231953406787,3727
Harris,Favor,north carolina,2,12,20,32,0.18661231953406787,3728
Harris,Favor,not let,2,12,20,32,0.18661231953406787,3729
Harris,Favor,quit,1,12,20,32,0.18661231953406787,3730
Harris,Favor,secdef,1,12,20,32,0.18661231953406787,3731
Harris,Favor,those of,2,12,20,32,0.18661231953406787,3732
Harris,Favor,want the,2,12,20,32,0.18661231953406787,3733
Harris,Favor,why you,2,12,20,32,0.18661231953406787,3734
Harris,Favor,work for,2,12,20,32,0.18661231953406787,3735
Harris,Favor,best,1,166,276,442,0.186308198674213,3736
Harris,Favor,die,1,29,48,77,0.18546525479474685,3737
Harris,Favor,shut,1,29,48,77,0.18546525479474685,3738
Harris,Favor,dems,1,151,251,402,0.18541726994974228,3739
Harris,Favor,any other,2,55,91,146,0.18471306015084998,3740
Harris,Favor,especially,1,55,91,146,0.18471306015084998,3741
Harris,Favor,in 2028,2,32,53,85,0.18442001369984684,3742
Harris,Favor,that,1,1543,2881,4424,0.18440903771674422,3743
Harris,Favor,about how,2,58,96,154,0.1843807451440176,3744
Harris,Favor,ll,1,285,479,764,0.18434445467728144,3745
Harris,Favor,both,1,118,196,314,0.18383658369488387,3746
Harris,Favor,laughing,1,15,25,40,0.18368958516049094,3747
Harris,Favor,loyal,1,15,25,40,0.18368958516049094,3748
Harris,Favor,regarding,1,15,25,40,0.18368958516049094,3749
Harris,Favor,twitter and,2,15,25,40,0.18368958516049094,3750
Harris,Favor,me that,2,41,68,109,0.18239311570485883,3751
Harris,Favor,danger,1,18,30,48,0.1817920809785969,3752
Harris,Favor,love that,2,18,30,48,0.1817920809785969,3753
Harris,Favor,that people,2,18,30,48,0.1817920809785969,3754
Harris,Favor,ve,1,412,701,1113,0.18159434423105725,3755
Harris,Favor,policies,1,98,163,261,0.18115735458258486,3756
Harris,Favor,under,1,89,148,237,0.18086107621021652,3757
Harris,Favor,ve been,2,62,103,165,0.18071668773888883,3758
Harris,Favor,air,1,21,35,56,0.1804888595527041,3759
Harris,Favor,be normalized,2,21,35,56,0.1804888595527041,3760
Harris,Favor,pete buttigieg,2,21,35,56,0.1804888595527041,3761
Harris,Favor,you that,2,21,35,56,0.1804888595527041,3762
Harris,Favor,friends,1,139,232,371,0.18021381315826446,3763
Harris,Favor,supposed to,2,24,40,64,0.17956092423390757,3764
Harris,Favor,people,1,842,1485,2327,0.17948105697372307,3765
Harris,Favor,to say,2,115,192,307,0.17827420963656326,3766
Harris,Favor,months,1,39,65,104,0.17755476050938057,3767
Harris,Favor,straight,1,39,65,104,0.17755476050938057,3768
Harris,Favor,can get,2,48,80,128,0.1772865175446392,3769
Harris,Favor,and will,2,54,90,144,0.17728415961440902,3770
Harris,Favor,hell,1,94,157,251,0.17661107411113885,3771
Harris,Favor,just,1,885,1570,2455,0.17574671874898345,3772
Harris,Favor,giving,1,61,102,163,0.17405952093193422,3773
Harris,Favor,america,1,356,607,963,0.17404802568277167,3774
Harris,Favor,haven,1,55,92,147,0.17360352223757403,3775
Harris,Favor,known,1,40,67,107,0.17247393613226647,3776
Harris,Favor,up the,2,34,57,91,0.17202621705603516,3777
Harris,Favor,down,1,217,367,584,0.1718383560839274,3778
Harris,Favor,of the,2,716,1257,1973,0.17159138250609163,3779
Harris,Favor,attacks,1,28,47,75,0.17158082208314873,3780
Harris,Favor,ted cruz,2,28,47,75,0.17158082208314873,3781
Harris,Favor,how many,2,25,42,67,0.1713589904738564,3782
Harris,Favor,is too,2,25,42,67,0.1713589904738564,3783
Harris,Favor,according,1,22,37,59,0.17113773312003921,3784
Harris,Favor,according to,2,22,37,59,0.17113773312003921,3785
Harris,Favor,as they,2,22,37,59,0.17113773312003921,3786
Harris,Favor,disagree with,2,22,37,59,0.17113773312003921,3787
Harris,Favor,majority of,2,22,37,59,0.17113773312003921,3788
Harris,Favor,qualified,1,84,141,225,0.17094561334904457,3789
Harris,Favor,bunch of,2,19,32,51,0.17091704778932293,3790
Harris,Favor,dude,1,19,32,51,0.17091704778932293,3791
Harris,Favor,and fight,2,16,27,43,0.17069693226091598,3792
Harris,Favor,higher,1,16,27,43,0.17069693226091598,3793
Harris,Favor,lots,1,16,27,43,0.17069693226091598,3794
Harris,Favor,our president,2,16,27,43,0.17069693226091598,3795
Harris,Favor,thing that,2,16,27,43,0.17069693226091598,3796
Harris,Favor,costs,1,13,22,35,0.17047738432553405,3797
Harris,Favor,for people,2,13,22,35,0.17047738432553405,3798
Harris,Favor,ignorance,1,13,22,35,0.17047738432553405,3799
Harris,Favor,pray,1,13,22,35,0.17047738432553405,3800
Harris,Favor,republic,1,13,22,35,0.17047738432553405,3801
Harris,Favor,thankful for,2,13,22,35,0.17047738432553405,3802
Harris,Favor,thrown,1,13,22,35,0.17047738432553405,3803
Harris,Favor,adding,1,10,17,27,0.1702584017853308,3804
Harris,Favor,always been,2,10,17,27,0.1702584017853308,3805
Harris,Favor,can take,2,10,17,27,0.1702584017853308,3806
Harris,Favor,fed,1,10,17,27,0.1702584017853308,3807
Harris,Favor,he says,2,10,17,27,0.1702584017853308,3808
Harris,Favor,new first,2,10,17,27,0.1702584017853308,3809
Harris,Favor,of things,2,10,17,27,0.1702584017853308,3810
Harris,Favor,pass on,2,10,17,27,0.1702584017853308,3811
Harris,Favor,racist and,2,10,17,27,0.1702584017853308,3812
Harris,Favor,represents,1,10,17,27,0.1702584017853308,3813
Harris,Favor,the table,2,10,17,27,0.1702584017853308,3814
Harris,Favor,theres,1,10,17,27,0.1702584017853308,3815
Harris,Favor,to replace,2,10,17,27,0.1702584017853308,3816
Harris,Favor,up just,2,10,17,27,0.1702584017853308,3817
Harris,Favor,like it,2,78,131,209,0.1701206272383491,3818
Harris,Favor,deserve,1,56,94,150,0.17006578302978825,3819
Harris,Favor,billionaire,1,75,126,201,0.1696876552086275,3820
Harris,Favor,calls,1,72,121,193,0.16923867202188658,3821
Harris,Favor,loss,1,50,84,134,0.1691929662381364,3822
Harris,Favor,times,1,124,209,333,0.16891071309607053,3823
Harris,Favor,it,1,1386,2569,3955,0.16810557504109613,3824
Harris,Favor,can,1,747,1318,2065,0.16779960816388095,3825
Harris,Favor,it to,2,38,64,102,0.16706365022220204,3826
Harris,Favor,entire,1,54,91,145,0.1660552298841873,3827
Harris,Favor,into the,2,54,91,145,0.1660552298841873,3828
Harris,Favor,oppose,1,54,91,145,0.1660552298841873,3829
Harris,Favor,with that,2,32,54,86,0.16566326685851696,3830
Harris,Favor,play,1,29,49,78,0.16481896625834125,3831
Harris,Favor,many,1,193,328,521,0.16477827047908944,3832
Harris,Favor,think that,2,48,81,129,0.1647014472714381,3833
Harris,Favor,help,1,117,198,315,0.1642529052491013,3834
Harris,Favor,daughter,1,45,76,121,0.1639367273660146,3835
Harris,Favor,ceo,1,26,44,70,0.16383498662941332,3836
Harris,Favor,to talk,2,26,44,70,0.16383498662941332,3837
Harris,Favor,believe,1,213,363,576,0.16318798303123483,3838
Harris,Favor,everything,1,91,154,245,0.16285960517213516,3839
Harris,Favor,did you,2,23,39,62,0.16265783715457438,3840
Harris,Favor,recent,1,23,39,62,0.16265783715457438,3841
Harris,Favor,should,1,595,1042,1637,0.16265274500451232,3842
Harris,Favor,nation,1,55,93,148,0.1626108072355934,3843
Harris,Favor,gave,1,39,66,105,0.16216457646500348,3844
Harris,Favor,hands,1,39,66,105,0.16216457646500348,3845
Harris,Favor,hear,1,153,260,413,0.16212240604144723,3846
Harris,Favor,life,1,136,231,367,0.1615472297824665,3847
Harris,Favor,here we,2,20,34,54,0.16120286766511605,3848
Harris,Favor,owns this,2,20,34,54,0.16120286766511605,3849
Harris,Favor,rule,1,20,34,54,0.16120286766511605,3850
Harris,Favor,self owns,2,20,34,54,0.16120286766511605,3851
Harris,Favor,to speak,2,20,34,54,0.16120286766511605,3852
Harris,Favor,much,1,242,414,656,0.16111369456047342,3853
Harris,Favor,little,1,92,156,248,0.16086423948967354,3854
Harris,Favor,in,1,1616,3058,4674,0.1601536540217392,3855
Harris,Favor,guys,1,46,78,124,0.15986424629192886,3856
Harris,Favor,good,1,526,919,1445,0.15934125844740388,3857
Harris,Favor,don even,2,17,29,46,0.1593277111088538,3858
Harris,Favor,monster,1,17,29,46,0.1593277111088538,3859
Harris,Favor,trust,1,66,112,178,0.15911403723942064,3860
Harris,Favor,many of,2,43,73,116,0.1587610510966262,3861
Harris,Favor,how,1,556,974,1530,0.158625130422402,3862
Harris,Favor,along,1,30,51,81,0.15854117027386483,3863
Harris,Favor,continue to,2,30,51,81,0.15854117027386483,3864
Harris,Favor,if it,2,30,51,81,0.15854117027386483,3865
Harris,Favor,yourself,1,30,51,81,0.15854117027386483,3866
Harris,Favor,talking,1,94,160,254,0.15701123921345594,3867
Harris,Favor,and their,2,27,46,73,0.1569079585767854,3868
Harris,Favor,follow back,2,27,46,73,0.1569079585767854,3869
Harris,Favor,watched,1,27,46,73,0.1569079585767854,3870
Harris,Favor,be my,2,14,24,38,0.156772981476335,3871
Harris,Favor,my fellow,2,14,24,38,0.156772981476335,3872
Harris,Favor,planet,1,14,24,38,0.156772981476335,3873
Harris,Favor,realized,1,14,24,38,0.156772981476335,3874
Harris,Favor,no longer,2,37,63,100,0.15613822711477,3875
Harris,Favor,dnc,1,57,97,154,0.15611322486594092,3876
Harris,Favor,elections,1,57,97,154,0.15611322486594092,3877
Harris,Favor,heard,1,119,203,322,0.15600314361835377,3878
Harris,Favor,with me,2,81,138,219,0.15550868598236978,3879
Harris,Favor,republicans hate,2,24,41,65,0.15493250428399463,3880
Harris,Favor,surprised,1,24,41,65,0.15493250428399463,3881
Harris,Favor,really,1,343,594,937,0.15489397641229652,3882
Harris,Favor,want to,2,284,490,774,0.15470725396992724,3883
Harris,Favor,yes she,2,44,75,119,0.15463736301048225,3884
Harris,Favor,get,1,514,901,1415,0.1540995518866628,3885
Harris,Favor,plan,1,51,87,138,0.1536702241778416,3886
Harris,Favor,speak,1,51,87,138,0.1536702241778416,3887
Harris,Favor,hard,1,103,176,279,0.15341754879053182,3888
Harris,Favor,including,1,41,70,111,0.15313699499641187,3889
Harris,Favor,the real,2,41,70,111,0.15313699499641187,3890
Harris,Favor,we should,2,58,99,157,0.15304547513516553,3891
Harris,Favor,andy,1,11,19,30,0.15301094138267768,3892
Harris,Favor,calls for,2,11,19,30,0.15301094138267768,3893
Harris,Favor,ck,1,11,19,30,0.15301094138267768,3894
Harris,Favor,don deserve,2,11,19,30,0.15301094138267768,3895
Harris,Favor,express,1,11,19,30,0.15301094138267768,3896
Harris,Favor,fool,1,11,19,30,0.15301094138267768,3897
Harris,Favor,getting the,2,11,19,30,0.15301094138267768,3898
Harris,Favor,is coming,2,11,19,30,0.15301094138267768,3899
Harris,Favor,is running,2,11,19,30,0.15301094138267768,3900
Harris,Favor,my feed,2,11,19,30,0.15301094138267768,3901
Harris,Favor,of him,2,11,19,30,0.15301094138267768,3902
Harris,Favor,planned,1,11,19,30,0.15301094138267768,3903
Harris,Favor,present,1,11,19,30,0.15301094138267768,3904
Harris,Favor,presidential campaign,2,11,19,30,0.15301094138267768,3905
Harris,Favor,republicans and,2,11,19,30,0.15301094138267768,3906
Harris,Favor,republicans to,2,11,19,30,0.15301094138267768,3907
Harris,Favor,running the,2,11,19,30,0.15301094138267768,3908
Harris,Favor,who did,2,11,19,30,0.15301094138267768,3909
Harris,Favor,herself,1,31,53,84,0.15269710330089925,3910
Harris,Favor,the dems,2,31,53,84,0.15269710330089925,3911
Harris,Favor,and say,2,21,36,57,0.15247260905399074,3912
Harris,Favor,holding,1,21,36,57,0.15247260905399074,3913
Harris,Favor,prices,1,21,36,57,0.15247260905399074,3914
Harris,Favor,yesterday,1,21,36,57,0.15247260905399074,3915
Harris,Favor,those,1,212,365,577,0.15197873652094263,3916
Harris,Favor,idiot,1,38,65,103,0.1514404091699646,3917
Harris,Favor,four,1,62,106,168,0.15142146733278583,3918
Harris,Favor,me,1,962,1743,2705,0.15058603774057133,3919
Harris,Favor,across,1,28,48,76,0.1505093746285162,3920
Harris,Favor,complete,1,28,48,76,0.1505093746285162,3921
Harris,Favor,standing,1,28,48,76,0.1505093746285162,3922
Harris,Favor,could,1,214,369,583,0.15046321408698038,3923
Harris,Favor,their,1,455,797,1252,0.15009576148000559,3924
Harris,Favor,then,1,199,343,542,0.14990194579180427,3925
Harris,Favor,all these,2,18,31,49,0.14929481213988893,3926
Harris,Favor,and maga,2,18,31,49,0.14929481213988893,3927
Harris,Favor,gabbard nomination,2,18,31,49,0.14929481213988893,3928
Harris,Favor,it doesn,2,18,31,49,0.14929481213988893,3929
Harris,Favor,the state,2,18,31,49,0.14929481213988893,3930
Harris,Favor,voices,1,18,31,49,0.14929481213988893,3931
Harris,Favor,wanna,1,18,31,49,0.14929481213988893,3932
Harris,Favor,like mark,2,49,84,133,0.14871791622086272,3933
Harris,Favor,governor,1,81,139,220,0.1480718096678708,3934
Harris,Favor,to hear,2,92,158,250,0.1476782673284709,3935
Harris,Favor,this point,2,32,55,87,0.14724319218695037,3936
Harris,Favor,years,1,235,407,642,0.14702538461380366,3937
Harris,Favor,we must,2,39,67,106,0.14700049038644458,3938
Harris,Favor,we re,2,141,243,384,0.1464792578588927,3939
Harris,Favor,tired,1,50,86,136,0.1453211021015255,3940
Harris,Favor,rights,1,177,306,483,0.14525768643670522,3941
Harris,Favor,fear,1,43,74,117,0.14500849744106814,3942
Harris,Favor,but that,2,15,26,41,0.14498717682274265,3943
Harris,Favor,do anything,2,15,26,41,0.14498717682274265,3944
Harris,Favor,for an,2,15,26,41,0.14498717682274265,3945
Harris,Favor,fund,1,15,26,41,0.14498717682274265,3946
Harris,Favor,like me,2,15,26,41,0.14498717682274265,3947
Harris,Favor,much more,2,15,26,41,0.14498717682274265,3948
Harris,Favor,my choice,2,15,26,41,0.14498717682274265,3949
Harris,Favor,over this,2,15,26,41,0.14498717682274265,3950
Harris,Favor,prevent,1,15,26,41,0.14498717682274265,3951
Harris,Favor,selling,1,15,26,41,0.14498717682274265,3952
Harris,Favor,actual,1,36,62,98,0.14474963682732866,3953
Harris,Favor,if the,2,36,62,98,0.14474963682732866,3954
Harris,Favor,view,1,36,62,98,0.14474963682732866,3955
Harris,Favor,back and,2,22,38,60,0.1445836263170701,3956
Harris,Favor,think of,2,22,38,60,0.1445836263170701,3957
Harris,Favor,lives,1,61,105,166,0.14448969227861452,3958
Harris,Favor,unqualified,1,58,100,158,0.14280506495491663,3959
Harris,Favor,action,1,33,57,90,0.14214152204820163,3960
Harris,Favor,on her,2,33,57,90,0.14214152204820163,3961
Harris,Favor,when she,2,33,57,90,0.14214152204820163,3962
Harris,Favor,talk about,2,62,107,169,0.1418348730886385,3963
Harris,Favor,give,1,169,293,462,0.1417308753051727,3964
Harris,Favor,death,1,26,45,71,0.14137465819273753,3965
Harris,Favor,2028,1,55,95,150,0.1409659768335647,3966
Harris,Favor,and this,2,30,52,82,0.13907222221988924,3967
Harris,Favor,christian,1,30,52,82,0.13907222221988924,3968
Harris,Favor,all this,2,12,21,33,0.13874842148711686,3969
Harris,Favor,and was,2,12,21,33,0.13874842148711686,3970
Harris,Favor,charlie,1,12,21,33,0.13874842148711686,3971
Harris,Favor,doing the,2,12,21,33,0.13874842148711686,3972
Harris,Favor,folks to,2,12,21,33,0.13874842148711686,3973
Harris,Favor,haters,1,12,21,33,0.13874842148711686,3974
Harris,Favor,let do,2,12,21,33,0.13874842148711686,3975
Harris,Favor,need you,2,12,21,33,0.13874842148711686,3976
Harris,Favor,not calling,2,12,21,33,0.13874842148711686,3977
Harris,Favor,hatred,1,23,40,63,0.1374196242633774,3978
Harris,Favor,years ago,2,23,40,63,0.1374196242633774,3979
Harris,Favor,despite,1,27,47,74,0.13539325590437112,3980
Harris,Favor,think,1,470,834,1304,0.13525440420273793,3981
Harris,Favor,accept,1,42,73,115,0.1350313756847803,3982
Harris,Favor,fine,1,42,73,115,0.1350313756847803,3983
Harris,Favor,just saw,2,16,28,44,0.13474261058379522,3984
Harris,Favor,silver,1,16,28,44,0.13474261058379522,3985
Harris,Favor,with them,2,16,28,44,0.13474261058379522,3986
Harris,Favor,your own,2,16,28,44,0.13474261058379522,3987
Harris,Favor,does not,2,50,87,137,0.13358714433252628,3988
Harris,Favor,any,1,358,632,990,0.1335589306371059,3989
Harris,Favor,join,1,77,134,211,0.13353507792715025,3990
Harris,Favor,last,1,171,299,470,0.13271729420113365,3991
Harris,Favor,bunch,1,20,35,55,0.13239286483661417,3992
Harris,Favor,west,1,20,35,55,0.13239286483661417,3993
Harris,Favor,video,1,62,108,170,0.13233475788416538,3994
Harris,Favor,national,1,138,241,379,0.13230841329931398,3995
Harris,Favor,gaza,1,66,115,181,0.13207331437398073,3996
Harris,Favor,up with,2,39,68,107,0.13205585026964695,3997
Harris,Favor,we can,2,106,185,291,0.13151230875426112,3998
Harris,Favor,tax,1,47,82,129,0.13095886191889772,3999
Harris,Favor,honest,1,24,42,66,0.13088483259793637,4000
Harris,Favor,say,1,362,641,1003,0.13026765030609688,4001
Harris,Favor,be,1,1271,2376,3647,0.12870517600103773,4002
Harris,Favor,in their,2,36,63,99,0.12863807899911617,4003
Harris,Favor,orange,1,36,63,99,0.12863807899911617,4004
Harris,Favor,this was,2,36,63,99,0.12863807899911617,4005
Harris,Favor,and he,2,44,77,121,0.12801412854170158,4006
Harris,Favor,be an,2,48,84,132,0.12783488621187677,4007
Harris,Favor,be in,2,52,91,143,0.12771735324115996,4008
Harris,Favor,it not,2,64,112,176,0.12762151880239392,4009
Harris,Favor,an,1,703,1272,1975,0.12743851845881848,4010
Harris,Favor,not,1,1277,2390,3667,0.12687361986364135,4011
Harris,Favor,are still,2,13,23,36,0.12675631202604087,4012
Harris,Favor,attacks on,2,13,23,36,0.12675631202604087,4013
Harris,Favor,city,1,13,23,36,0.12675631202604087,4014
Harris,Favor,core,1,13,23,36,0.12675631202604087,4015
Harris,Favor,exposed,1,13,23,36,0.12675631202604087,4016
Harris,Favor,hate to,2,13,23,36,0.12675631202604087,4017
Harris,Favor,here too,2,13,23,36,0.12675631202604087,4018
Harris,Favor,ride,1,13,23,36,0.12675631202604087,4019
Harris,Favor,sexual predator,2,13,23,36,0.12675631202604087,4020
Harris,Favor,to us,2,13,23,36,0.12675631202604087,4021
Harris,Favor,not the,2,85,149,234,0.1262523005134737,4022
Harris,Favor,down to,2,17,30,47,0.12575494009565702,4023
Harris,Favor,probably,1,69,121,190,0.12554139243177387,4024
Harris,Favor,lie,1,25,44,69,0.1248996626410479,4025
Harris,Favor,strongest,1,45,79,124,0.12475325788686975,4026
Harris,Favor,to this,2,45,79,124,0.12475325788686975,4027
Harris,Favor,level,1,29,51,80,0.12473482518559553,4028
Harris,Favor,for him,2,41,72,113,0.12468575900890899,4029
Harris,Favor,over here,2,41,72,113,0.12468575900890899,4030
Harris,Favor,here to,2,37,65,102,0.12465140273063824,4031
Harris,Favor,on,1,1381,2603,3984,0.12458225123179323,4032
Harris,Favor,day,1,219,387,606,0.12388039668279793,4033
Harris,Favor,criminal,1,58,102,160,0.12261916684384211,4034
Harris,Favor,wonderful,1,50,88,138,0.12198374992741012,4035
Harris,Favor,back,1,329,586,915,0.12132479622852177,4036
Harris,Favor,as much,2,38,67,105,0.1208861390470286,4037
