candidate,phrase,type,post_count,example_1,example_2,example_3
Trump,#vetsagainsttrump,hashtag,5,#NeverForget #VetsAgainstTrump #TrumpHatesTheMilitary,#NeverForget #VetsAgainstTrump #TrumpHatesTheMilitary,#NeverForget #VetsAgainstTrump #TrumpHatesTheMilitary
Trump,trump-loving,variant,5,"Feeling particularly hopeless today. #trump announcing nominees, elected #Democrats are congratulating fascists on their wins, Dem leadership has no spine for a forensic recount in swing states, and my trump-loving company does not share my values.","Feeling particularly hopeless today. #trump announcing nominees, elected #Democrats are congratulating fascists on their wins, Dem leadership has no spine for a forensic recount in swing states, and my trump-loving company does not share my values.","The man whose name constitutes two euphemisms for penis (Woody and Johnson) seems bereft of one. Firing Saleh and Douglass was so last year. Sell the fucking club, you Trump-loving moron."
Trump,trumped,variant,5,Alberta oil is about to get Trumped https://anonymous,"You mean the greatest president we ever had? The innocent man with trumped up bullshit charges, which all got dropped and dismissed","You mean the greatest president we ever had? The innocent man with trumped up bullshit charges, which all got dropped and dismissed"
Trump,trumping,variant,5,Trumping Israel? No way! - https://anonymous,Trumping Israel? No way! - https://anonymous,"Newsom is right! Ron DeSantis’s whole campaign has been a bad Donald Trump impression. Ron is also terrible at out Trumping, Trump."
Trump,trumplicans,variant,5,Make no judiciary deals. The Trumplicans don’t deserve any deference or respect.,My new account.  I'm seeking a refuge from the crazy 'Trumplicans' invading 'Threads.'  I'm a political Independent and rabidly anti-Trump.,My new account.  I'm seeking a refuge from the crazy 'Trumplicans' invading 'Threads.'  I'm a political Independent and rabidly anti-Trump.
Trump,trumpresistancemovement,variant,5,"trumpresistancemovement
It is sick.","
trumpresistancemovement
Historian Timothy Snyder, on Elon Musk's role in the election:","trumpresistancemovement
It is sick."
Trump,trumptard,variant,5,You voted for a convicted felon rapist. You're the stupid one. Fucking trumptard.,"I know i said i wouldnt post screenshots from twitter, but this HAD to be shared.  Trumptard is off his ROCKER","Trumptard has been making videos and planning his attack against 'murica.  Hiring a dog killer is appropriate for Homeland Security, no? 

I can not even fathom the evil that's going to happen to our country over the next four years. still have to look at his face, listen to his blatherings. #sad"
Trump,trumptards,variant,5,"i guess maybe we shouldnt look at trumptards noms as gloom and doom yet
dont they have to  be 'voted in'

id rather they have to be like the gladiators. they have to slay a lion or maybe run over hot coals or be a teacher in a high school for a year or get in a cage with a komodo dragon for a day","Way to go Trumptards, way to go !!
FAFO.
LMFAO.","Way to go Trumptards, way to go !!
FAFO.
LMFAO."
Harris,#kamala47,hashtag,4,"Madam President 💙💙💙💙

#kamalaharris #yeswekam #kamalaharris2024 #hope #kamala47
#kamala2024 #madampresident #wearenotgoingback #timwalz #harriswalz2024 #election2024 #democratsdeliver #democracyontheballot #votebluenomatterwho #yourvotematters #democrats #vote2024","Every great movement starts with a single step. Let's take that step together towards a brighter future with @anonymous We got this!
#Kamala47","I just Voted for Kamala Harris as our next U.S. President and Tim Walz our next Vice President!!! 
And Angela Alsobrooks as our next U.S. #Maryland #MDsen Senator and April Delaney for House #MD06!!!

#YesSheCan #Kamala2024 #Kamala47 #Harriswalz2024 #VOTE #2024Elections"
Harris,#kamalaharris2028,hashtag,4,"Our California girl, Kamala Harris is planning to run for California governor in 2026 and or for POTUS in 2028.

Either way I’m all in!

#KamalaHarris2028","🥲 This was so wholesome! 

Listening to that crowd screaming & cheering, you'd think the freakin BEATLES had just appeared on the show!

She is SO coming back in 2028! 
#KamalaHarris2028
https://anonymous",#KamalaHarris2028
Harris,#kamalaharris4president2024,hashtag,4,IWillVote.com #KamalaHarris4President2024,#KamalaHarris4President2024 will WIN this thing! #TrumpIsAGlobalLaughingStock,#KamalaHarris4President2024 #WeirdTrump #Republicans
Harris,#kamalaharrisforpresident,hashtag,4,"There is no way around it, to properly deal with a strongman, it takes a strong woman!

#KamalaHarrisForPresident!!
https://anonymous",#KamalaHarrisForPresident,"OMG Kamala is talking in GA about the bipartisan border bill that Schlump tanked, and what a self-centered hypocrite he is. It's EXACTLY what I've been wanting her to say.

Thank you, Kamala!

#KamalaForPresident
#HarrisForPresident
#KamalaHarrisForPresident"
Harris,#voteearlyforkamala,hashtag,4,"In her words!
#USDemocracy
#VoteEarlyForKamala","#VoteEarlyForKamala and dispose of the fat, rotten pumpkin trying to get back into the WH!",Who else is voting for Kamala Harris? #VoteEarlyForKamala
Harris,#voteharris,hashtag,4,#VoteHarris women are going to reject the Republican party whether the Republican party wants to be rejected or not!,Never bow down to the hateful ignorance of MAGA. #VoteHarris/Walz,"Let's get that vote out *TODAY* my dear 💙Democrat friends!

#VoteBlue #HarrisWalzBringHope #BlueWave #KamalaDefendsDemocracy #VoteKamala #KamalaHarris #VoteHarris #HarrisWaltz 

🌊💙🌀"
Harris,#whitedudesforharris,hashtag,4,Pete Buttigieg now on #whitedudesforharris and we're at over $2M!,"#whitedudesforharris has raised over $2M for VP Harris as ""The Dude"" himself, Jeff Bridges comes on to support her candidacy!","When #whitedudesforharris was trending on twitter, we just knew with all our hearts that she was the greatest candidate in US history.  I hope they select her again for us in 2028!"
Harris,-kamala,variant,4,"""I took on perpetrators of all kinds.. predators who abused women, fraudsters who ripped off consumers, cheaters who broke the rules for their own gain.  So, hear me when I say: I know Donald Trump’s type.""-Kamala Harris

Him and his cabinet picks fit in one or all of these.","""I took on perpetrators of all kinds.. predators who abused women, fraudsters who ripped off consumers, cheaters who broke the rules for their own gain.  So, hear me when I say: I know Donald Trump’s type.""-Kamala Harris

Him and his cabinet picks fit in one or all of these.","“Only when it is truly dark enough can you see the stars.” -Kamala Harris

One of the greatest quotes in history."
Harris,anti-kamala,variant,4,"Anecdotal, but I have talked to a few of my lefty friends who are posting a lot of anti-Kamala/complaining about vote shaming stuff and most of them seem to be voting Kamala. Idk wtf the thinking is there, but it is what it is.","There's an anti-Kamala narrative going on at the moment, embroidering stories around the Dems loss to prove it's all been her fault. And it's really giving me the irrits.","Things you can do to #resist a Trump presidency: 

21. Avoid infighting among liberals. United we stand, divided we fall (we were reminded of that the hard way with the anti-Kamala Palestine protestors, and now a super-anti-Palestine President is coming in.)"
Trump,#hatestrump,hashtag,4,"Even my dog #Lucy 
#HatesTrump","Even my dog #Lucy 
#HatesTrump","Even my dog #Lucy 
#HatesTrump"
Trump,#mcdonalds,hashtag,4,"Who will become the next US President? The one who “worked” there when it was actually closed or the one who worked there to pay for her student loan?

https://anonymous

#Obama #KamalaHarris #DonaldTrump #McDonalds",#McDonalds,#McDonalds
Trump,#stoptrump,hashtag,4,"“Trump’s idea of ‘education reform’? Appointing Linda McMahon, whose experience includes WWE drama and covering up scandals, to run the Dept of Education. Wrestling with the future of our kids shouldn’t be this literal. #EducationNotEntertainment #TrumpFail #Unqualified  #ProtectOurKids  #StopTrump”","This should terrify anyone who knows history, and who understands how fascist movements grow. Republican members of Congress describing their devotion to Donald Trump is one of the most un-American things I have ever seen.
#stoptrump #fascism #backlash #democracy",#StopTrump #StopMAGA #SaveAmerica Recommit To The Fight https://anonymous
Trump,#trumpadmin,hashtag,4,"What a shitshow #TrumpAdmin will be. I had hope that he cared for his Lagacy, but it is obvious he just wants to be known as person who brought shit to the government, and it ended up all over him!","Caroline Kennedy slams RFK Jr.‘s ‘dangerous’ vaccine views as he faces confirmation as Trump’s HHS Secretary pick. She says the Kennedy family stands with public health, not his fringe beliefs. Will the Senate agree? #RFKJr #Vaccines #TrumpAdmin","Elon Musk is assembling a team for DOGE: Trump’s cost-cutting taskforce. High IQ, zero pay, endless hours—are you in? #ElonMusk #TrumpAdmin #GovernmentReform"
Trump,#trumpclownshow,hashtag,4,#TrumpClownShow #MattGaetz,"Trump is going full troll with his cabinet picks. 

I await with bated breath the mainstream media's pearl-clutching on this — as if it were somehow unexpected. 

#TrumpClownShow",#TrumpClownShow #MattGaetz
Trump,#trumpfails,hashtag,4,"“Trump’s mass deportation plan: a humanitarian crisis waiting to happen, a hit to the economy, and a logistical nightmare. America deserves solutions, not chaos. #NoToDeportations #ImmigrationRights #TrumpFails”",REPOST 🔂if you remember when. #TrumpFails,REPOST 🔂if you agree. #TrumpFails
Trump,#trumphatesthemilitary,hashtag,4,#NeverForget #VetsAgainstTrump #TrumpHatesTheMilitary,#NeverForget #VetsAgainstTrump #TrumpHatesTheMilitary,#NeverForget #VetsAgainstTrump #TrumpHatesTheMilitary
Trump,#trumpisadangertoamerica,hashtag,4,"Smh...
Welcome to America. 

America was warned by #KamalaHarris...

- Harris would have had a to-do list to benefit America.
- CONVICTED FELON #donaldtrump will have an enemy's list that he will use to seek retribution.
##TrumpIsADangertoAmerica","I didn't vote for him.
America is fu(ked.
#TrumpisaNationalDisgrace
#TrumpIsADangertoAmerica 
https://anonymous","Under CONVICTED FELON #donaldtrump, mass deportation of immigrations is coming.You have to wonder who will work the farms and how high food prices will go...
I didn't vote for that. 
#TrumpIsADangertoAmerica"
Trump,#trumpisalaughingstock,hashtag,4,"Please remind folks that trump & the Republican are LYING about Afghanistan!
#RESIST  #trumpIsALaughingStock","Please remind folks that trump & the Republican are LYING about Afghanistan!
#RESIST  #trumpIsALaughingStock","Please remind folks that trump & the Republican are LYING about Afghanistan!
#RESIST  #trumpIsALaughingStock"
Trump,#trumpisanazi,hashtag,4, #TrumpIsANazi 🟠💀🟠 #immigrants,"#TrumpisaNazi

These are the people that have poisoned the blood of America.","#TrumpisaNazi. If you voted for him, you are a #MagaNazi."
Trump,#trumpisgoingdown,hashtag,4,"Fredon Moniteau👏 #USA
@anonymous 

Fooled by Trump once, shame on him.
Fooled by Trump twice, shame on you.
Fooled by #Trump three times, you are an idiot.
 #TrumpIsGoingDown #TrumpIsUnfitForOffice #VoteBlue #VoteKamala","If you attacked Kamala Harris for the way she laughs but you’re voting for the guy pretending to perform a sex act on his microphone live on stage, congratulations, you are an idiot, an asshole, and you’re in an extremely stupid cult. #TrumpIsGoingDown","If you attacked Kamala Harris for the way she laughs but you’re voting for the guy pretending to perform a sex act on his microphone live on stage, congratulations, you are an idiot, an asshole, and you’re in an extremely stupid cult. #TrumpIsGoingDown"
Trump,#trumpismusksbitch,hashtag,4,#TrumpIsMusksBitch,#TrumpIsMusksBitch,#TrumpIsMusksBitch
Trump,#trumpisnotfittobepresident,hashtag,4,"It's sickening that Joe & Mika went in person to kiss Trump's ass.  Is there no one who will stand up to him?
#ProudBlue #BlueCrew #RejectTrump #ResistTrump #TrumpIsNotFitToBePresident","from Tarquin @anonymous 

Touché mutha fuckers! 

#TrumpIsACriminal #TrumpIsNotFitToBePresident #TrumpIsAnInsurrectionist #TrumpForPrison2024 
original image: Sandi Bachom","Only in America would you give the White House to a man who bragged about walking in on teenage girls naked in a dressing room.
I always knew about his lack of morals, but finding out about yours was an eye-opener. 
#TrumpIsNotFitToBePresident"
Trump,#trumpisnotnormal,hashtag,4,"Do not normalize him. Do not normalize Donald Trump.

If you believed he’s a threat to democracy, he still is. If you believed he’s lawless, he still is.

Stop.

Tune in to The Social Contract with Joe Walsh weekdays at 8 AM PT/11 AM ET. 
#HeIsNotNormal #DonaldTrump #TrumpIsNotNormal #SaveDemocracy","Do not normalize him. Do not normalize Donald Trump.

If you believed he’s a threat to democracy, he still is. If you believed he’s lawless, he still is.

Stop.

Tune in to The Social Contract with Joe Walsh weekdays at 8 AM PT/11 AM ET. 
#HeIsNotNormal #DonaldTrump #TrumpIsNotNormal #SaveDemocracy","Do not normalize him. Do not normalize Donald Trump.

If you believed he’s a threat to democracy, he still is. If you believed he’s lawless, he still is.

Stop.

Tune in to The Social Contract with Joe Walsh weekdays at 8 AM PT/11 AM ET. 
#HeIsNotNormal #DonaldTrump #TrumpIsNotNormal #SaveDemocracy"
Trump,#trumpregime,hashtag,4,#Trump #TrumpRegime,#Trump #TrumpRegime,"Trump's nominee to lead the Department of Health and Human Services: 

“You cannot trust medical advice from medical professionals.”
#TrumpRegime #RFKJr #AWormAteHisBrain #WeAreSoFocked"
Trump,#trumpscabinet,hashtag,4,"⛔️Warning, Kevin McCarthy said it not me

#Trump picks Rep. #MattGaetz to serve as #attorneygeneral but listen how #KevinMcCarthy says Gaetz led charge to remove him to end a congressional ethics investigation “because he he slept with a 17-year-old.” He said it not me
#trumpscabinet #trumpsamerica","#trumpsCabinet
Per the brilliance of @anonymous","⛔️Warning, Kevin McCarthy said it not me

#Trump picks Rep. #MattGaetz to serve as #attorneygeneral but listen how #KevinMcCarthy says Gaetz led charge to remove him to end a congressional ethics investigation “because he he slept with a 17-year-old.” He said it not me
#trumpscabinet #trumpsamerica"
Trump,#trumpsgrabinet,hashtag,4,#TrumpsGrabinet,#TrumpsGrabinet,#TrumpsGrabinet
Trump,#trumpsociopath,hashtag,4,#MarkHamill #trumpSociopath,#MarkHamill #trumpSociopath,#MarkHamill #trumpSociopath
Trump,#trumpsproject2025,hashtag,4,#TrumpsProject2025 It’s no lie,"Once again… Trump makes another Project 2025 hire. Despite his lies during the campaign, it was always #TrumpsProject2025",#TrumpsProject2025 It’s no lie
Trump,#trumpvoters,hashtag,4,"#TrumpVoters ""Pi$$tified"" me !",Thanks #TrumpVoters NOT!,"#TrumpVoters ""Pi$$tified"" me !"
Trump,bondi-trump,variant,4,Editorial: Feds should investigate Bondi-Trump connection https://anonymous,Editorial: Feds should investigate Bondi-Trump connection https://anonymous,Editorial: Feds should investigate Bondi-Trump connection https://anonymous
Trump,musk-trump,variant,4,#FLOTUS Elonia Musk-Trump. Congratulations Madame First Lady! #Trump2024 🤣🤣🤣,“A former Amazon executive told Fortune this week that he believed it was the Musk-Trump combo that frightened Jeff Bezos into dumping the Washington Post’s endorsement of Kamala Harris—a moment all-too-akin to a prosperous merchant bowing down to a violent mob boss.”,Democrats flee X for Bluesky amid Musk-Trump alliance https://anonymous
Trump,never-trump,variant,4,"I got an 8% increase in followers today and I want to say...I hope you enjoy my general reply-guyishness as I mostly check in on Legal Twitter, never-Trump Republicans, and chat with middle-aged fathers.","I got an 8% increase in followers today and I want to say...I hope you enjoy my general reply-guyishness as I mostly check in on Legal Twitter, never-Trump Republicans, and chat with middle-aged fathers.","Obscured by the teams, but the Bernie left agreed with the popularists & the SuperPac that Harris should focus on her own economic policy proposals. They all disagreed with the campaign, resistance liberals, & never-Trump Reps, who wanted to focus on Trump & democracy."
Trump,trump-free,variant,4,Please have a trump-free happy weekend! ☺️,I wish there was a Trump-Free internet.,I wish there was a Trump-Free internet.
Trump,trumpa,variant,4,"Part of me is looking forward to the day when, somewhere in Alabama, when church lets put, these trump voters see one of their congregants run down by ICE and they explode...trumpa approval is going to be at 10%","Part of me is looking forward to the day when, somewhere in Alabama, when church lets put, these trump voters see one of their congregants run down by ICE and they explode...trumpa approval is going to be at 10%","Trumpovi kandidáti a nominanti dostali vyhrážky bombou a prepadnutím – Svet – Správy

https://anonymous

Viacero nominantov a kandidátov Donalda Trumpa na posty v jeho nastupujúcej administratíve dostalo v uplynulých hodinách vyhrážky bombou…"
Trump,trumpanzees,variant,4,"I am blocking the stupid Trumpanzees who know nothing but pretend to know everything. God, life must be hard when you are Dunning Kruger stupid.","I am blocking the stupid Trumpanzees who know nothing but pretend to know everything. God, life must be hard when you are Dunning Kruger stupid.",Enjoy tHe EkOnuMbY Trumpanzees!
Trump,trumpists--and,variant,4,"Oh, Lord, on Morning Joe Mika reads an entire noxious Dowd column aloud: anti-identity, anti-trans, anti-woke, anti-campus, which in the end is a defense of Trumpists--and their identify politics, aka racism. But we can't say that.","Oh, Lord, on Morning Joe Mika reads an entire noxious Dowd column aloud: anti-identity, anti-trans, anti-woke, anti-campus, which in the end is a defense of Trumpists--and their identify politics, aka racism. But we can't say that.","Oh, Lord, on Morning Joe Mika reads an entire noxious Dowd column aloud: anti-identity, anti-trans, anti-woke, anti-campus, which in the end is a defense of Trumpists--and their identify politics, aka racism. But we can't say that."
Trump,trumpsgiving,variant,4,Happy Trumpsgiving 😎,HAPPY TRUMPSGIVING FRENS 😎,Happy Trumpsgiving 😎
Harris,#drunkkamala,hashtag,3,"The DEI hire talking to herself about ""power and purpose""...

She looks burdened by what has been bourboned 🥃🥃🥃

🤣🤣🤣
#KamalaHarris #drunkkamala #Libsofbluesky
 #Triggered❤️ #democrats #libtards #DEImustDIE","The DEI hire talking to herself about ""power and purpose""...

She looks burdened by what has been bourboned 🥃🥃🥃

🤣🤣🤣
#KamalaHarris #drunkkamala #Libsofbluesky
 #Triggered❤️ #democrats #libtards #DEImustDIE","The DEI hire talking to herself about ""power and purpose""...

She looks burdened by what has been bourboned 🥃🥃🥃

🤣🤣🤣
#KamalaHarris #drunkkamala #Libsofbluesky
 #Triggered❤️ #democrats #libtards #DEImustDIE"
Harris,#harrisforpresident,hashtag,3,"In this video, mayors from College Park, East Point & Jonesboro share their experiences as #Blackwomeninpower with #WABE’s Southside Reporter #DorMiyaVance as they reflect on Harris’s historic run for office. #Politics #Georgia #Vote #HarrisForPresident 
https://anonymous","Poets for Harris!
#HarrisForPresident
poetsforharris.com","OMG Kamala is talking in GA about the bipartisan border bill that Schlump tanked, and what a self-centered hypocrite he is. It's EXACTLY what I've been wanting her to say.

Thank you, Kamala!

#KamalaForPresident
#HarrisForPresident
#KamalaHarrisForPresident"
Harris,#harriswaltz,hashtag,3,Vote #HarrisWaltz!,"Let's get that vote out *TODAY* my dear 💙Democrat friends!

#VoteBlue #HarrisWalzBringHope #BlueWave #KamalaDefendsDemocracy #VoteKamala #KamalaHarris #VoteHarris #HarrisWaltz 

🌊💙🌀","ABC News: Full Speech from Kamala Harris at the Ellipse in Washington, DC 

#Boost #VoteBlue #HarrisWalzBringHope #KamalaDefendsDemocracy #VoteKamala #KamalaHarris #VoteHarris #HarrisWaltz 

🌊💙🌀"
Harris,#harriswalz24,hashtag,3,#HarrisWalz24,"#VoteBlue 💙
#HarrisWalz24
#HARRIS24
💙👑","#VoteBlue 💙
#HarrisWalz24
#HARRIS24
💙👑"
Harris,#harriswalzbringhope,hashtag,3,"Let's get that vote out *TODAY* my dear 💙Democrat friends!

#VoteBlue #HarrisWalzBringHope #BlueWave #KamalaDefendsDemocracy #VoteKamala #KamalaHarris #VoteHarris #HarrisWaltz 

🌊💙🌀","ABC News: Full Speech from Kamala Harris at the Ellipse in Washington, DC 

#Boost #VoteBlue #HarrisWalzBringHope #KamalaDefendsDemocracy #VoteKamala #KamalaHarris #VoteHarris #HarrisWaltz 

🌊💙🌀","Wishing everyone their best possible Friday ☀️🥰 

#VoteBlue #HarrisWalzBringHope 🌊💙 

@anonymous"
Harris,#holocaustharris,hashtag,3,How Kamala Blew Through $1 Billion Is INSANE! #TheJimmyDoreShow #DueDissidence #KamalaHarris #KillerKamala #HolocaustHarris #Election2024,Harris Campaign DEEP IN DEBT After MILLIONS WASTED on Celebrity Events #DueDissidence #KamalaHarris #HolocaustHarris #Election2024,"#MarcoRubio, who #Trump wants as #SecretaryOfState, says he will NOT call for a ceasefire in #Gaza.

Good job to those who voted against #KamalaHarris
 and called her #HolocaustHarris.

Joke's on them."
Harris,#kamala4president2024,hashtag,3,Good morning! Love this one. #Kamala4President2024,Good morning! Love this one. #Kamala4President2024,"63 year old straight white male, US Army veteran and former Republican.  I voted for Kamala and Tim. 

#Harris_Walz2024 
#VoteBlue2024ProtectWomensRights 
#Kamala4President2024"
Harris,#kamalaharris4potus2024,hashtag,3,#KamalaHarris4POTUS2024 IS FROM THE MIDDLE CLASS!! SHE GETS IT!!,So excited to be rallying the other day in my neighborhood for the Prosecutor and the Coach! @anonymous @anonymous #KamalaHarris4POTUS2024!!! #HarrisWalz2024 #VoteBlueToSaveYourFreedomAndTheUSA,"Kamala ""You guys are at the wrong rally, no, I think you meant to go to the smaller one down the street"".

#KamalaForever #KamalaHarris4POTUS2024 
#KamalaHarris #WeAreNotGoingBack"
Harris,#kamalawalz,hashtag,3,#Trump2024 #project25 #DOGE #Kamalawalz #Kamala #TamponTimmy #swifties4kamala #Gaysforpalestine #AOC #JDVance #JDVance2028 #DNC #Trans,#Trump2024 #project25 #DOGE #Kamalawalz #Kamala #TamponTimmy #swifties4kamala #Gaysforpalestine #AOC #JDVance #JDVance2028 #DNC #Trans,"#KamalaHarris💙 #USA #America #KamalaWalz
@anonymous
Vice President Kamala Harris | Remarks👀

➡️hear https://anonymous"
Harris,#stilllovekamala,hashtag,3,I made it over here. I will have to take some time to post I am a little shell shocked over the tRump win. #StillLoveKamala,I made it over here. I will have to take some time to post I am a little shell shocked over the tRump win. #StillLoveKamala,I made it over here. I will have to take some time to post I am a little shell shocked over the tRump win. #StillLoveKamala
Harris,#voteharriswalzforhealing,hashtag,3,"I think the country needs a woman as President to help us heal. 

We need Kamala to be Mamala for America. 

#VoteHarrisWalzForHealing 
🇺🇸💙🌊","I think the country needs a woman as President to help us heal. 

We need Kamala to be Mamala for America. 

#VoteHarrisWalzForHealing 
🇺🇸💙🌊","I think the country needs a woman as President to help us heal. 

We need Kamala to be Mamala for America. 

#VoteHarrisWalzForHealing 
🇺🇸💙🌊"
Harris,#votekamalaharris2024,hashtag,3,"Unlike JD Vance and the Trump administration we know a President Harris administration would protect LGBTQ rights! 

#VoteKamalaHarris2024

https://anonymous",Vote for common sense.. #VoteKamalaHarris2024,"Happy Friday! 💙😃

#VoteKamalaHarris2024
@anonymous 
@anonymous 
@anonymous 
@anonymous 
@anonymous 
@anonymous 
@anonymous 
@anonymous 
@anonymous 

https://anonymous"
Harris,#yimbysforharris,hashtag,3,#YIMBYsforHarris livestream is happening right now! Join us here! yimbysforharris.com,"Kamala Harris has a common sense plan to make rent and home ownership more affordable for all Americans, including  by streamlining review & permitting on the state and local level to make it easier to fix our housing shortage.

#YIMBYsForHarris #HarrisWalz2024","Kamala Harris has a common sense plan to make rent and home ownership more affordable for all Americans, including  by streamlining review & permitting on the state and local level to make it easier to fix our housing shortage.

#YIMBYsForHarris #HarrisWalz2024"
Harris,kamalawalz2024,variant,3,"H.HALLOWEEN
KamalaWalz2024
🇺🇲🌊💙🎃",If you value WomansRightsToChoose 💅🏾💪🏾 Vote  KamalaWalz2024 🇺🇲🌊💙🇵🇷🇺🇦🇪🇭🌿🤲🏿,If you value WomansRightsToChoose 💅🏾💪🏾 Vote  KamalaWalz2024 🇺🇲🌊💙🇵🇷🇺🇦🇪🇭🌿🤲🏿
Harris,non-harris,variant,3,Say hello to small pox. RFK will usher in a new outbreak. Republicans and non-Harris voters get any and all blame laid at their feet.,"Democracy dies with ignorance; freedom dies with apathy.  

I have been disappointed by non-Harris voters & non-voters alike this election.","The impulse to tell non-Harris voters “you got what you wanted” is so vile to me
And it’s something I see white women doing more than anybody else
Please go clean up your own house instead of screaming at Muslims
you wanna start somewhere? 53%. start there."
Trump,#blacksfortrump,hashtag,3,#BlacksForTrump= #SlugsForSalt,#BlacksForTrump= #SlugsForSalt,"The Unbearable Whiteness of Being a Trumper

#BlacksForTrump"
Trump,#byrondonalds,hashtag,3,"How pathetic that the obedient black MAGA who carries water for white supremacist Trump said “not surprised” at him being snub from the cult leader’s nearly-all white administration! #ByronDonalds #KeithBoykins 
https://anonymous","So far, there has not been a single non white person appointed to #trump cabinet nor his circle of senior advisors

And literally NO ONE is surprised

I can't imagine that even #byrondonalds will have a senior post after shilling for #trump all summer","🤣😂 People are saying that #ByronDonalds didn’t get a top spot in the #Trump administration because of his criminal history with drugs and bank fraud. It’s not about race, though—#RFK Jr and #MattGaetz have records too, and they’re both white guys. I get it."
Trump,#donald,hashtag,3,"#Donald #Trump claimed no ties to Project 2025, yet his cabinet picks are straight from its playbook. His deceit is clear—he's assembling a team to push a dangerous, far-right agenda. We must stay vigilant and oppose this extremist blueprint.","jFFS #Donald, we know better than to set the bar high, but can you at least nominate people who have not been investigated for sexual assault and pedophilia? #Deplorables","#Donald #Trump claimed no ties to Project 2025, yet his cabinet picks are straight from its playbook. His deceit is clear—he's assembling a team to push a dangerous, far-right agenda. We must stay vigilant and oppose this extremist blueprint."
Trump,#donalddump,hashtag,3,"Kamala Harris making a speech on her economic policy and hasn't mentioned windmills or dead birds once

#DonaldDump","Whoever came up with #DonaldDump is a genius

It's so simple and so effective",To any woman that still supports #donaldDump after he took women’s rights backwards & endangered the lives of our young women I say #FCKU 🖕🏼 Only the pregnant woman herself can know whether she is physically & emotionally prepared to bear a child.”
Trump,#donaldtrumpjr,hashtag,3,#CartoonSatire #DeportationGate #DonaldTrumpJr #MAGANazi,"The son of US President-elect Donald Trump, Donald Trump Jr., called people who allowed the use of long-range missiles against Russia ""imbeciles"". #us #usa #news #minimarketonlineltd #minimarket #America #trump #donaldtrump #DonaldTrumpJr   #Ukraina #UkraineWar #russia",#CartoonSatire #DeportationGate #DonaldTrumpJr #MAGANazi
Trump,#donoldtrump,hashtag,3,#DonOldTrump is definitely losing it!,#DonOldTrump is past his prime.. & #WeAreNotGoingBack !!!,#DonOldTrump is past his prime.. & #WeAreNotGoingBack !!!
Trump,#dumpthetrump,hashtag,3,"NEVER AGAIN!! Sign your name to a petition to Demand Kamala open an investigation. IF WE CAN STOP THIS - WE NEED TO TRY!! Don't lay down!! Speak out for Democracy. 100,000 Voices Sign the petition. unitedwestand.vote  Join those who never want this kind of violence again!! #dumpthetrump #recount24",We need to stand up and start SPEAKING OUT!! This is all hands on Deck!! If you voted for Kamala and would rather see her be President!! We need to MAKE OUR VOICES HEARD!! If Donald won - Prove it!! unitedwestand.vote  Recounts Hurt noone. #theresistance #dumpthetrump,We need to stand up and start SPEAKING OUT!! This is all hands on Deck!! If you voted for Kamala and would rather see her be President!! We need to MAKE OUR VOICES HEARD!! If Donald won - Prove it!! unitedwestand.vote  Recounts Hurt noone. #theresistance #dumpthetrump
Trump,#dumptrumpday,hashtag,3,"Today's the day!!

#DumpTrumpDay 

#VoteBlue #KamalaHarris 🌊💙","Today's the day!!

#DumpTrumpDay 

#VoteBlue #KamalaHarris 🌊💙","Today's the day!!

#DumpTrumpDay 

#VoteBlue #KamalaHarris 🌊💙"
Trump,#griftertrump,hashtag,3,"Something I don't understand... Why has no one told us why the gays didn't vote for #KamalaHarris? I found this article suspiciously #RussianDisinformation sounding. There was no discontent between #Biden and #Harris except as a talking point by #GrifterTrump.

https://anonymous",I just turned #SethMeyers off and unsubscribed. He continues to subject me to seeing and hearing #GrifterTrump the rapist nightly. But my sanity comes first. Hopefully he'll come up with some new jokes without subjecting his audience to seeing that orange abuser. We're tired of it!,"If #GrifterTrump doesn't go to jail, everyone in jail should be released and nobody else should be locked up. Crumble the jail industry if we must because there cannot be a system that jails the baby rats and let's the big rat go free from accountability."
Trump,#losertrump,hashtag,3,This Explains a LOT!!!!!!  #LoserTrump,"Please Retweet. We are REALLY SEEKING fighting resister followers. We ALWAYS follow back. Where are you??  NO Women seeking men! NO GAMBIA, NO Bitcoin, NO MAGTS 
#LoserTrump #ChuckandJim",Until the end of time We will never know why THIS was not the END of him!!! The American people are not those I grew up with any more!! #LoserTrump #LiarTrump #ChuckandJim
Trump,#resisttrumpism,hashtag,3,"So very thankful for medical marijuana!
#Anxiety #Depression #ResistTrumpism","So very thankful for medical marijuana!
#Anxiety #Depression #ResistTrumpism","So very thankful for medical marijuana!
#Anxiety #Depression #ResistTrumpism"
Trump,#trump2024vance,hashtag,3,"POLL: Americans give Harris an advantage over Trump on honesty and discipline

75% of those polled say Harris is honest, only 25% say that applies to Trump

https://anonymous

#COpolitics #Trump2024Vance #HarrisWalz2024","POLL: Americans give Harris an advantage over Trump on honesty and discipline

75% of those polled say Harris is honest, only 25% say that applies to Trump

https://anonymous

#COpolitics #Trump2024Vance #HarrisWalz2024","Maga fucked up. Royal fuck up! #deportations ? Food, construction? #tariffs ? Construction, housing, manufacturing? Funny as fuck #trump #Trump2024Vance"
