candidate,phrase,type,post_count,example_1,example_2,example_3
Trump,trump-,variant,3,"We MUST NEVER normalize ANYTHING about trump- 

NOT HIS-

-lust for his own daughter
-predatory actions towards women
-ignorance
-incompetence
-laziness
-pandering to autocrats & war criminals
-grifting
-34 felony convictions
-coverup of 'stolen' classified docs

https://anonymous","amazing that the whole Trump arc is: 
people reject Trump->sorry, Electoral College->people reject Trump->Trump does coup->people point out Constitutional rule barring coup-doers from running again->every pundit in America: ""tsk tsk it's not legitimate unless the people reject Trump""","amazing that the whole Trump arc is: 
people reject Trump->sorry, Electoral College->people reject Trump->Trump does coup->people point out Constitutional rule barring coup-doers from running again->every pundit in America: ""tsk tsk it's not legitimate unless the people reject Trump"""
Trump,trump--but,variant,3,Joe and Mika have chosen to surrender to Trump--but WE will NEVER surrender. We will take the fight to him. We will not meet him halfway on his fascism and racism. We know who he is--and more importantly we know who we are. My article: https://anonymous,Joe and Mika have chosen to surrender to Trump--but WE will NEVER surrender. We will take the fight to him. We will not meet him halfway on his fascism and racism. We know who he is--and more importantly we know who we are. My article: https://anonymous,Joe and Mika have chosen to surrender to Trump--but WE will NEVER surrender. We will take the fight to him. We will not meet him halfway on his fascism and racism. We know who he is--and more importantly we know who we are. My article: https://anonymous
Trump,trump-haters,variant,3,"To all the Trump-haters, whatever party you are, Republican, Democrat, or otherwise, THIS IMAGE POST IS DEDICATED TO YOU…
(I actually needed Twitter 
to quick-find these hash–
tags, by the way)
#NeverTrump #trumpisbadforus #TrumpisaNationalDisgrace #TrumpIsAnExistentialThreat #trumpforprison",Crazy Trump-haters keep trying to convince us that Trump’s campaign is somehow connected to Trumpism.,"To all the Trump-haters, whatever party you are, Republican, Democrat, or otherwise, THIS IMAGE POST IS DEDICATED TO YOU…
(I actually needed Twitter 
to quick-find these hash–
tags, by the way)
#NeverTrump #trumpisbadforus #TrumpisaNationalDisgrace #TrumpIsAnExistentialThreat #trumpforprison"
Trump,trump-like,variant,3,"Your Frida Kahlo, Hannah Arendt voodoo dolls will not defend you
From the Mars-colonizing, anti-vax billionaires who are stuffing democracy with Trump-like ventriloquist dolls
The more inane the belief, the higher it rises up the money ladder",I thought of something every Trump-like person needs and doesn't have: a nearby tower of balloons filled with ketchup!,"I’m sorry, but humble bragging about all your new followers seems a little…

Trump-like?"
Trump,trump-proof,variant,3,Ed Davey urges Starmer to ‘Trump-proof’ UK with closer European ties,"“Newsom said state lawmakers would convene to take immediate legislative action to counter Trump’s expected attacks on abortion…immigration & federal disaster aid”

@anonymous Gavin Newsom’s quest to ‘Trump-proof’ California enrages incoming president
https://anonymous","“Newsom said state lawmakers would convene to take immediate legislative action to counter Trump’s expected attacks on abortion…immigration & federal disaster aid”

@anonymous Gavin Newsom’s quest to ‘Trump-proof’ California enrages incoming president
https://anonymous"
Trump,trumpland,variant,3,"I have already told two fairly known, mobbed up (figuratively speaking?) sources in Trumpland this week “I am hanging up if you bring up the Biden garbage thing, I do not care” plz work someone else on that, and tbh we had a laugh about it and then move on","People, there's going to be a lot of mockery of Trump and Trumpland going forward, and there will be a temptation to spit on the people doing it and say that it doesn't matter, they're wasting their time, and I am going to 100% let you know it does, in fact, matter.  Shame and mockery matter.","Mehmet Oz, I thought I'd never hear that name again. In Trumpland, apparently, old grifters never die. They just become Trump appointees."
Trump,trumplican,variant,3,"Trumplican cabinet. 
https://anonymous","Trumplican cabinet. 
https://anonymous",A lovely pie to bring to your Trumplican family members...
Trump,trumpocalypse,variant,3,the four horsemen of the trumpocalypse.,the four horsemen of the trumpocalypse.,the four horsemen of the trumpocalypse.
BOTH,trump-does-something-insane-but-the-media-ignores-it-and-instead-criticizes-kamala-harris-game,variant,2,Kinda tired of the Trump-does-something-insane-but-the-media-ignores-it-and-instead-criticizes-Kamala-Harris-Game.,Kinda tired of the Trump-does-something-insane-but-the-media-ignores-it-and-instead-criticizes-Kamala-Harris-Game.,
Harris,harris-,variant,2,"VP Harris-""Don't let anyone take your power from you.""
Thank you for your strength Kamala.
We'll brave this storm together.","VP Harris-""Don't let anyone take your power from you.""
Thank you for your strength Kamala.
We'll brave this storm together.",
Harris,harris-as-prosecutor,variant,2,"I was already done with the standard recitation of ""slept with a porn star!"" in the litany of Trump's crimes, when Stormy Daniels is still living with the consequences of fighting back, yet it's even more grim to hear ""slept with a porn star!"" to set Trump-as-criminal against Harris-as-prosecutor","I was already done with the standard recitation of ""slept with a porn star!"" in the litany of Trump's crimes, when Stormy Daniels is still living with the consequences of fighting back, yet it's even more grim to hear ""slept with a porn star!"" to set Trump-as-criminal against Harris-as-prosecutor",
Harris,harris-but-,variant,2,"Look- there are a lot of reasons to not like Harris-BUT- if I have to stand in front of a room full of 20 year-old gloating dudes who think Trump is the coolest guy in the world for the rest of this week, I'm going to come unwound. Do me a solid","Look- there are a lot of reasons to not like Harris-BUT- if I have to stand in front of a room full of 20 year-old gloating dudes who think Trump is the coolest guy in the world for the rest of this week, I'm going to come unwound. Do me a solid",
Harris,harris-ryan,variant,2,Harris-Ryan would be a great ticket.,Harris-Ryan would be a great ticket.,
Harris,harris2024,variant,2,Harris2024!!!,"Thank you, President Biden 
Vote Kamala Harris2024
https://anonymous",
Harris,kamala-,variant,2,"Laffin' Kamala- I call her laffin' kamala because she's always laughing, always feeling joy, but we don't like joy do we folks? We hate to feel good, we hate our kids who want to take over for us, take over the country. We like when the men have tears in their eyes, and frankly the women too","Laffin' Kamala- I call her laffin' kamala because she's always laughing, always feeling joy, but we don't like joy do we folks? We hate to feel good, we hate our kids who want to take over for us, take over the country. We like when the men have tears in their eyes, and frankly the women too",
Harris,kamala-holding-vinyls,variant,2,"I am powerless before this level of microtargeting 

kamala-holding-vinyls.glitch.me",This is a great site. kamala-holding-vinyls.glitch.me,
Harris,kamalazoo,variant,2,Michelle Obama on 🔥at KAMALAZOO rally.,"""Or should I say, KAMALAzoo!""-- Gold, from Michelle Obama.

Here's the YT link to her speech:

https://anonymous",
Harris,kkkamala,variant,2,"Woke up today to my first experience on BlueSky of harassment and threats of, ""Death to America."" 

But it didn't come from Orange Hitler's voters. It came from Palestinian protestors. They also thought it was cute to call Kamala Harris, ""KKKamala."" *sigh* 😣","So, is KKKamala being placed in the political fridge, or are they gonna let her out to blabber some halfhearted apology and rant against Jill Stein for some reason?",
Trump,2017trump,variant,2,2017trump spoke of “American carnage” a long time coming but now we know what he meant,2017trump spoke of “American carnage” a long time coming but now we know what he meant,
Trump,anti-trumpers,variant,2,"It's so cool how Liz Cheney celebrated the Dobbs decision because it returned abortion to the states and then said the red state abortion bans ""cannot stand."" I'm sure being a Harris surrogate played a part, but all the anti-Trumpers become libs eventually lol (see also: Kinzinger).","Cruise Line Offering Depressed Anti-Trumpers a Four-Year Getaway 
Source: TheDailyBeast",
Trump,biden-trump,variant,2,i wish they had scheduled the Biden-Trump transition meeting for evening hours when they're both sundowning and there's a decent chance it could end in a duel,"Impt article that gets to the core of how (if not why) Harris lost: Some voters followed a Biden-Trump path, but mostly it was about JRB voters who didn't vote in 2024. https://anonymous",
Trump,donalda,variant,2,"Trumpovi kandidáti a nominanti dostali vyhrážky bombou a prepadnutím – Svet – Správy

https://anonymous

Viacero nominantov a kandidátov Donalda Trumpa na posty v jeho nastupujúcej administratíve dostalo v uplynulých hodinách vyhrážky bombou…","W USA dzisiaj pierwsza przedwyborcza debata wśród republikańskich kandydatów. Ale Donalda Trumpa nie będzie, bo uznał, że ""nie jest mu to potrzebne"". Trump wyraźnie prowadzi w sondażach.",
Trump,donaldsoros,variant,2,"I blocked Donaldsoros@anonymous because he is a trumpster. If he comes to you with his nonsense on Bluesky, feel free to block him and report him. Silly ole rabbit","I blocked Donaldsoros@anonymous because he is a trumpster. If he comes to you with his nonsense on Bluesky, feel free to block him and report him. Silly ole rabbit",
Trump,dtrumpf,variant,2,"I am very glad I am not alone when it comes to hating what Dtrumpf stands for, it proves there is love out there!","I am very glad I am not alone when it comes to hating what Dtrumpf stands for, it proves there is love out there!",
Trump,intotrump,variant,2,"Join me over at Patreon for a deep dive intoTrump’s initial national security, intelligence, and defense picks.

https://anonymous",I would welcome a list of businesses that dumped money intoTrump’s campaign so that I can make sure that I avoid them like a plague.,
Trump,kimjongtrump,variant,2,This is what you want America to go back to KimJongTrump & RFKjr!,This is what you want America to go back to KimJongTrump & RFKjr!,
Trump,latina-never-for-trump,variant,2,Im a Latina-Never-For-Trump,Im a Latina-Never-For-Trump,
Trump,mcdonalds-employee,variant,2,I assume Trump’s McDonalds-employee photo-op stunt will convince voters he’s really a gritty man of the people as effectively as Dukakis’s armored-soldier photo-op stunt  convinced voters of that in 1988.,I assume Trump’s McDonalds-employee photo-op stunt will convince voters he’s really a gritty man of the people as effectively as Dukakis’s armored-soldier photo-op stunt  convinced voters of that in 1988.,
Trump,mdonaldtrumpscabinet,variant,2,"https://anonymous
ATTENTION Democrats in the Senate!!! #LetsGo #NowIsNotTheTimeToDragYourFeet #DemocratsInTheSenateDoSomethingNow #NoOnDonaldTrumpsAgenda #NoI’mDonaldTrumpsCabinet","https://anonymous
ATTENTION Democrats in the Senate!!! #LetsGo #NowIsNotTheTimeToDragYourFeet #DemocratsInTheSenateDoSomethingNow #NoOnDonaldTrumpsAgenda #NoI’mDonaldTrumpsCabinet",
Trump,non-trump,variant,2,"Promises, promises Peter Navarro.

Peter must not be very happy now that Sen. John Thune has replaced Mitch McConnell.

But a non-Trump Cabinet sounds great to me!

https://anonymous","This election cycle was one big gish gallop by Trump and his supporters. The stream of disinformation and misinformation came at what turned out to be an overwhelming pace. Democrats, non-Trump supporting independents and never-Trumper Republicans tried to counter it all and simply couldn't 1/.",
Trump,out-trump,variant,2,"Harris betrayed us, not the reverse. She raised $1B on fears of a resurgent fascism she represents as much as Trump, splitting & defanging any unified opposition that could’ve existed while trying to out-Trump him on immigration, abandoning trans people, etc. She preferred losing to fighting for us.","Harris betrayed us, not the reverse. She raised $1B on fears of a resurgent fascism she represents as much as Trump, splitting & defanging any unified opposition that could’ve existed while trying to out-Trump him on immigration, abandoning trans people, etc. She preferred losing to fighting for us.",
Trump,peopletrump,variant,2,"Folks, i have been looking over the peopleTrump is picking for positions in his cabinet and what theyintend to do. Alarming isn't a strong enough word.They are going to try and change our way of governing and destroyour safety net of Social Security,Medicare Medicaid,Food Stamps. Everything we 1)","Folks, i have been looking over the peopleTrump is picking for positions in his cabinet and what theyintend to do. Alarming isn't a strong enough word.They are going to try and change our way of governing and destroyour safety net of Social Security,Medicare Medicaid,Food Stamps. Everything we 1)",
Trump,post-trump,variant,2,"https://anonymous

I suspect Mitchy didn’t think Trump would win either. He knows what we know about how Trump’s admin will go and wants to elect someone that will hold Trump back from the worst and save the reputation of the party post-Trump (post-Trump. I like that). 

Thoughts?","Pre-Trump conviction

Biden in the best person to be President

Post-Trump conviction

Biden is the best person to be President",
Trump,pre-trumpocene,variant,2,"Debate over whether Trump's 1.7% popular lead is a mandate misses what's happening. Of course nor; of course he'll say it is; & of course this is bickering over a pre-Trumpocene term. We fight fascism not because of its vote margin but because it's fascism. Had he won by 20 pts, we'd fight fascism.","Debate over whether Trump's 1.7% popular lead is a mandate misses what's happening. Of course nor; of course he'll say it is; & of course this is bickering over a pre-Trumpocene term. We fight fascism not because of its vote margin but because it's fascism. Had he won by 20 pts, we'd fight fascism.",
Trump,pro-trumpism,variant,2,You cannot simultaneously be pro-Mileisim and pro-Trumpism.,You cannot simultaneously be pro-Mileisim and pro-Trumpism.,
Trump,retrumplicans,variant,2,I have 50 followers… THANK YOU the more the better as we FIGHT Adolf Von Trump and the Retrumplicans !!!!,I have 50 followers… THANK YOU the more the better as we FIGHT Adolf Von Trump and the Retrumplicans !!!!,
Trump,traitor-trump,variant,2,EVIL domesticTERRORIST 🤡💩Traitor-TRUMP💩🤡 is CHOOSING the kind of ''🚽CABINET🚽'' only a SERIAL RAPIST could 👹LOVE👹.,EVIL domesticTERRORIST 🤡💩Traitor-TRUMP💩🤡 is CHOOSING the kind of ''🚽CABINET🚽'' only a SERIAL RAPIST could 👹LOVE👹.,
Trump,trump-as-criminal,variant,2,"I was already done with the standard recitation of ""slept with a porn star!"" in the litany of Trump's crimes, when Stormy Daniels is still living with the consequences of fighting back, yet it's even more grim to hear ""slept with a porn star!"" to set Trump-as-criminal against Harris-as-prosecutor","I was already done with the standard recitation of ""slept with a porn star!"" in the litany of Trump's crimes, when Stormy Daniels is still living with the consequences of fighting back, yet it's even more grim to hear ""slept with a porn star!"" to set Trump-as-criminal against Harris-as-prosecutor",
Trump,trump-biden-trump,variant,2,"I'll admit to being fascinated by all the Trump-Biden-Trump voters, who in 2020 were like ""yeah he might actually be america's hitler"" but are now are like ""but Harris is a little short on policy specifics""","I'll admit to being fascinated by all the Trump-Biden-Trump voters, who in 2020 were like ""yeah he might actually be america's hitler"" but are now are like ""but Harris is a little short on policy specifics""",
Trump,trump-era,variant,2,"Astronaut Buzz Aldrin endorses Trump for president

Aldrin pointed to a number of Trump-era policies, including creation of the Space Force, in his statement. 

https://anonymous","Jamie Dimon Eyes Trump-Era Deregulation as Boost for Banking, Economy",
Trump,trump-hating,variant,2,"I’m a Trump-hating celebrity… get me out of here! The mortified lefty stars fleeing America after Kamala’s crushing

https://anonymous

 …","I’m a Trump-hating celebrity… get me out of here! The mortified lefty stars fleeing America after Kamala’s crushing

https://anonymous

 …",
Trump,trump-nominated,variant,2,"One Trump-nominated sex criminal down...
@anonymous 

https://anonymous",#BREAKING: There is support from Trump-nominated Attorney General Pam Bondi on the President-Elect releasing almost all the names in the Jeffrey Epstein list‼️ Citing that anyone fighting to keep themselves private has “no legal basis to do so”‼️🚨😱🍿,
Trump,trump-proofing,variant,2,NY Legislative leaders aren’t yet “Trump-proofing” like their counterparts in CA https://anonymous,Trump-proofing the states is a thing,
Trump,trump-tainted,variant,2,"In the spirit of fair play, it was about time to reach across the aisle to congratulate the Trump-tainted twits on their messiah's Second Coming.","In the spirit of fair play, it was about time to reach across the aisle to congratulate the Trump-tainted twits on their messiah's Second Coming.",
Trump,trump-tember,variant,2,🎶 Wake me up when trump-tember ends 🎶,🎶 Wake me up when trump-tember ends 🎶,
Trump,trump-trumpist,variant,2,The Trump-Trumpist Divide - The Atlantic - If you voted republican this is a must read.,The Trump-Trumpist Divide - The Atlantic - If you voted republican this is a must read.,
Trump,trumpelon,variant,2,Just a reminder fuck trumpelon,From now on I am calling them trumpelon,
Trump,trumpenomics,variant,2,"Trumpenomics.

Guess who's at the top.",I saw a poll with 55% of people are happy with the trump transition so far. It was by CBS. Are you fucking kidding me. If true we should take a step back and let this country have a taste of trumpenomics. Let America see that with no immigrants no healthcare no social security how their lives are,
Trump,trumper-tolerant,variant,2,"If you voted for Trump I don't think you're a good person. If you are Trumper-tolerant, I don't think you're a safe person. I may be friendly but you aren't my friend. I can feel agape love towards you, but it will be at a distance. A safe distance.","If you voted for Trump I don't think you're a good person. If you are Trumper-tolerant, I don't think you're a safe person. I may be friendly but you aren't my friend. I can feel agape love towards you, but it will be at a distance. A safe distance.",
Trump,trumpernutters,variant,2,"Seeing how I'm not engaging any TrumperNutters in my new home here, only mass blocking their pages, I went to snatch some images on Twitter before I shut it down and I just had to take a quick peek at the feed to drop at least one troll bomb for old times sake!","Seeing how I'm not engaging any TrumperNutters in my new home here, only mass blocking their pages, I went to snatch some images on Twitter before I shut it down and I just had to take a quick peek at the feed to drop at least one troll bomb for old times sake!",
Trump,trumpeter,variant,2,Now my friendly neighborhood trumpeter are jubilant an saying see Trump won his cases!,Now my friendly neighborhood trumpeter are jubilant an saying see Trump won his cases!,
Trump,trumpicans,variant,2,"Me in @anonymous on the NH primary and the death of the Republican Party: ""The GOP should rename itself the 'Trumpicans' and exchange the elephant as a symbol for a vulture feeding on the carrion of democracy.""","Me in @anonymous on the NH primary and the death of the Republican Party: ""The GOP should rename itself the 'Trumpicans' and exchange the elephant as a symbol for a vulture feeding on the carrion of democracy.""",
Trump,trumpies,variant,2,"trumpies  cabinet rode the Economic policies from the Obama administration. 
And Claimed it as their own. 
American Electorate will be surprised when the economy goes tits up.
🇮🇪🇪🇺",I love this Italian guy - he has a message for Trumpies. He says 'Vaffanculo' = the F word. :) https://anonymous,
Trump,trumpistan,variant,2,"Trumpistan 

https://anonymous",the leaders of Trumpistan,
Trump,trumpkin,variant,2,Halloween Trumpkin!,"Trumpkin

https://anonymous",
Trump,trumplandia,variant,2,Trump will have a falling out with and jettison musk from trumplandia in about 8 Scaramuccis,"A passion for political violence won the election. I live in Trumplandia, MI, and what I get from MAGA here is a deep rooted love of being violent tough guys. Misogyny. Racism. Willful ignorance. Sure. But violence against women, immigrants, and minorites are still violent tendencies.",
Trump,trumplestiltskin,variant,2,"Honestly, if Merrick Garland ends up in one of Trumplestiltskin’s political enemies prisons, I’m not really gonna be all that upset about it at this point.","Honestly, if Merrick Garland ends up in one of Trumplestiltskin’s political enemies prisons, I’m not really gonna be all that upset about it at this point.",
Trump,trumplethinskin,variant,2,Responding to phoney debate to distract from Trumplethinskin's horrible cabinet picks.,Responding to phoney debate to distract from Trumplethinskin's horrible cabinet picks.,
Trump,trumplings,variant,2,"Yes, I’m rooting for Trump to fail. I’m rooting for him fail so spectacularly the stink NEVER washes off the Rs. I want to see 2 Russian gangsters dragging him out of the WH w/ all the little Trumplings in tow.
I want us, as a nation, to be so embarrassed we beg the world for forgiveness.","Yes, I’m rooting for Trump to fail. I’m rooting for him fail so spectacularly the stink NEVER washes off the Rs. I want to see 2 Russian gangsters dragging him out of the WH w/ all the little Trumplings in tow.
I want us, as a nation, to be so embarrassed we beg the world for forgiveness.",
Trump,trumpo,variant,2,Trumpo+Magamorons= UnAmerican!,Trumpo+Magamorons= UnAmerican!,
Trump,trumpsexuals,variant,2,"And you want to suck Trump's mushroom dry, you Trumpsexuals are disgusting","And you want to suck Trump's mushroom dry, you Trumpsexuals are disgusting",
Trump,trumptrash,variant,2,Block the tRumptrash. Don’t engage.,Block the tRumptrash. Don’t engage.,
Trump,trumpublican,variant,2,"Nancy Mace is a tRumpublican Capitalist! Making money off of a marginalized group. Her shirts say ""Come and take it."" My reply ""Give them Nothing. But take from them, Everything!""
#fucknancymace #transgender #transgenderrights #trumpublican",I have a transgender friend in Alberta. She's been telling me how tRumpublican Politics is leaking into Canada's Parliament.,
Trump,trumpublicans,variant,2,"I only wish that tRumpublicans and the Conservative Christians would believe in this philosophy. 
#transgenderrights #fucktrump #fuckproject2025","I only wish that tRumpublicans and the Conservative Christians would believe in this philosophy. 
#transgenderrights #fucktrump #fuckproject2025",
Trump,trumpwont,variant,2,"Created by a fellow #daliban member to hold Trump and the MAGA movement accountable:

trumpwont.com

Spread this far and wide!

Website will be updated regularly. If you have any suggestions please let me know! I'll relay the info.

#dgg #dggL",trumpwont.com another wonderful contribution from the daliban #dgg,
Trump,trumpx,variant,2,Perfect TrumpX landing! 🇺🇸,Perfect TrumpX landing! 🇺🇸,
Trump,trumpzilla,variant,2,Oh look its Trumpzilla. Spewing hatred and division.,Oh look its Trumpzilla. Spewing hatred and division.,
Trump,trumpzis,variant,2,Dems need to push back vs bullies. Not try to be kind and collaborate with Trump and his Trumpzis.,"Please join me in referring to Trump supporters as Trumpzi or Trumpzis 

Trrumpzis, all together now.. arm up

Hail Trump.",
BOTH,harris-trump,variant,1,Haven’t watched the Harris-Trump debate yet (I research the far right so I have to). Was it stupid or really stupid?,,
BOTH,trump-harris,variant,1,The Media Research Center spent much of the day after the Trump-Harris debate ranting that the non-right-wing media accurately noted that Kamala Harris performed well. https://anonymous,,
Harris,biden-harris-cheney,variant,1,"I think people are overlooking the way our involvement in these wars colored people’s perception of the priorities of the Biden-Harris-Cheney administration. 

Story here: https://anonymous

@anonymous",,
Harris,biden-harris-obama,variant,1,"Take the Biden-Harris-Obama Cabal's EV BRIBE MONEY & re-appropriate it to PAY FOR RESEARCH on ULTRA PROCESSED FOODS that's killing Americans! Ofcourse the MAKE AMERICA SICK TEAM: Big Pharma, Big Ag, Big Food, who bankrolls the DEMOCRAT PARTY & the SWAMP DC RULING CLASS BUREAUCRAT not gonna like it!",,
Harris,catladiesforkamala,variant,1,"#CatLadiesForKamala has caravan door knocking abilities to swing states.  

catladiesforkamala.com",,
Harris,clinton-harris,variant,1,"Clinton-Harris 2028: 
But Our Emails",,
Harris,dncjamieharrison,variant,1,"Asking about
dncjamieharrison on your list. Looks real to me",,
Harris,ex-harris,variant,1,Ex-Harris Aide Urges Biden to Resign and Let Kamala Be President - The Daily Beast,,
Harris,forkamala-tim,variant,1,"Bad news for Trump republican and independant voters voting forKamala-Tim 
https://anonymous",,
Harris,genocideharris,variant,1,"If your for #Harris/Walz campaign BLOCK this fool calling her genocideHarris!
https://anonymous",,
Harris,harris--of,variant,1,"for all the talk of the working class abandonment of Harris--of which there was a lot--it wasn't just that: as this New York Times analysis of the New York City vote shows, she was even under Biden in the most high income, high education areas of Brooklyn: https://anonymous",,
Harris,harris-cheney,variant,1,The news at 11:20:41 is Will the Harris-Cheney show persuade anti-Trump Republicans? The Democratic candidate targeted disaffected Republicans in three of the most contested states.,,
Harris,harris-whitmer,variant,1,Harris-Whitmer 2024 because fuck the patriarchy.,,
Harris,harrisa,variant,1,Kamala Harrisa says she will legalize recreational marijuana,,
Harris,harrisburg,variant,1,"“Here in Harrisburg, in the ‘People’s House’, we held onto the people’s majority, because we’ve been delivering for the work of the people,” @anonymous 
https://anonymous",,
Harris,harriser,variant,1,america has to choose between harris and a sexual harriser,,
Harris,harrismentum,variant,1,"I am torn between once again pointing out that polls aren't a score and Harris isn't meaningfully ahead by two anymore than Biden was behind by two and can't be and just wanting to say ""That's right.""

So, That's right, Harrismentum bb!",,
Harris,harrisonvile,variant,1,"NO MOTOROLA NO SUNTRON 

TEXAS 

DEATHS MURDERS OF BUSH 41 FIRST LADY BARBARA BUSH 
ARIZONA McCain 
Dole's of Harrisonvile Missouri 
Dole of Kansas FORMER Senator 
You Religious LIAR'S 
Religion SOLD 
What OCCURRED CONTINENT TO CONTINENT 
INCLUDING 
CAUCASIAN GRANDFATHER 
F.W. de KLERK KILLED",,
Harris,inspirewithkamala,variant,1,adding inspirewithkamala. bsky. social to the block list because what in the world is this?,,
Harris,kamala-is-a-skank,variant,1,BLOCK is c*nt: kamala-is-a-skank.bsky.social,,
Harris,kamala-liz,variant,1,My partner's niece's boyfriend's mom thinks they should have a unity Kamala-Liz Cheney ticket,,
Harris,kamala-the-genocider,variant,1,"This sounds great!

*one minute into kamala-the-genocider’s ball*

“It’s not a priority right now.”",,
Harris,kamala_news,variant,1,"kamala_news

BREAKING: Over 7 million people across all platforms, outside of cable, watched Kamala Harris’ Houston rally with Beyoncé. That’s more viewers than the most recent CMAs, VMAs, Emmys & Tony’s. Let’s go.",,
Harris,kamaladreams,variant,1,i was KamalaDreams on X until they decided to suspend me for good,,
Harris,kamalaharrisdotcom,variant,1,Just got an email from KamalaHarrisdotcom asking to donate to the fight fund and now I want to cry the rest of the day.,,
Harris,kamalama,variant,1,"Saw another apparently anti-Harris sign near me. This one simply said “Kamalama Ding Dong/Walznuts.” I understand on an intellectual level that it is meant to be an insult, but I cannot comprehend the brain that sees it as clever.",,
Harris,keyboardsforkamala,variant,1,"posting is politics again

use this amazing tool to post effectively for Harris 🇺🇸

www.keyboardsforkamala.com",,
Harris,mckamala,variant,1,"McKamala’s - Ba da ba ba ba, she’s loving it!",,
Harris,non-biden-harris,variant,1,Affirming what I’ve been pointing out for the last 18 hours. The campaign finance rules make a non-Biden-Harris choice of nominee a giant act of self-harm.,,
Harris,poetsforharris,variant,1,"Poets for Harris!
#HarrisForPresident
poetsforharris.com",,
Harris,progressivesforharris,variant,1,"""Kamala Harris fights for working families, and she is the fighter we need."" --Senator Elizabeth Warren.
Join us right now: progressivesforharris.com",,
Harris,unitedforharris,variant,1,"Appreciate Joe Biden for making the heroic & patriotic decision to  pass the torch to Kamala Harris. History will remember Biden as one of the best Democratic Presidents.

That said - we need now unite for Kamala and campaign w everything we got. unitedforharris.com",,
Harris,whitedudesforharris,variant,1,"Today is my birthday and I have one wish from you all and what is to donate to Kamala Harris through White Dudes for Harris. 

You can do so at whitedudesforharris.com!",,
Harris,yimbysforharris,variant,1,#YIMBYsforHarris livestream is happening right now! Join us here! yimbysforharris.com,,
Trump,---donald,variant,1,"""Kim Jong Un speaks and his people stand up at attention. I want my people to do the same.""
---Donald J. trump",,
Trump,2trump,variant,1,"Like many, over the past week since the election I've been trying 2frame it so I can understand it. I don't think voter anger is the main reason he won. I think people are attracted 2Trump bc he gives the appearance of being together, strong, successful. States must preserve cooperative autonomy.🫡",,
Trump,afterthetrumping,variant,1,"Hey folks! Just signed up. Hope to write and discuss what happens after our political trumping! Do AfterTheTrumping on TikTok. More soon. Looking forward to fun, debate, and putting solutions to challenges; solutions that we know that will bring change.",,
Trump,aftertrumps,variant,1,"Peeps💙AfterTrumps Win,leaders in Springfield’s Haitian community,and others report fleeing the city of 60,000 people,in fear of being rounded up and deported!Donald Trump is a cancer,and I can’t wait for the day of reading his obituary🤨
Trump is the most evil & hateful person in history!
#DemVoice1",,
Trump,anti-donald,variant,1,Trump nominee Dr. Oz laughed at an anti-Donald Trump joke implying Trump “made stupid decisions” running the country and Hillary Clinton should have been allowed to “handle it” instead.,,
Trump,bush-bush-obama-romney-trump-jorgensen,variant,1,As a lifelong democrat and Bush-Bush-obama-romney-trump-jorgensen voter my vote for Harris was pretty much guaranteed until she called Vance a creep,,
Trump,djtrump,variant,1,"Now, it's time for we, the people of ""The Resistance"", to move  to repudiating a 'one man governance by DJTrump'. Preserve the vote, legislation/lawsuits to reject gerrymandering/voter suppression/purging.  Articulate new candidates, $$ for challengers to GOP incumbents, candidate training; great",,
Trump,donaldem,variant,1,"🇺🇸 Przedwyborczy pat w USA.

Kamala Harris powiększa przewagę nad Donaldem Trumpem. Ale to wciąż nic jeszcze nie oznacza, bo kandydatów dzieli różnica błędu statystycznego.
👇 
#KamalaHarris #DonaldTrump 
https://anonymous",,
Trump,dtrump,variant,1,"One side of me is happy dTrump got elected. 

Why? Because his cult will get the crap beat out of them by his policies & they did it to themselves. Can’t wait to say “tough shit, dumbass”.

On the other hand, I’m not happy. We get hurt by the policies too. But now they’ll know the truth.",,
Trump,dump-trump2024,variant,1,"I just want to tell yall that myself and my business partner have been working on something non stop for a few months! We hope to bring something really great to the people and voters while also educating them!  I hope you like this! Checkout our website: 
www.dump-trump2024.com",,
Trump,felontrump,variant,1,"Breaking News: the U.S Senate accidentally passed a bill banning convicted felonTrump from Becoming President, & President Biden is planning to sign it. @anonymous @anonymous #Lawrence @anonymous",,
Trump,fox-trump,variant,1,I talked with On the Media about the Fox-Trump revolving door as his second term approaches https://anonymous,,
Trump,fucktrumpet,variant,1,"BREAKING: Trump threatens tariffs on Scotland unless they immediately outlaw their national pastime of hurling insults at him.

In particular:

""Mangled apricot hellbeast""

""Clueless numpty""

""Weapons-grade plum""

""Toupeed fucktrumpet""

""Witless cocksplat""",,
Trump,gettrumpguitars,variant,1,"I have a saying I came up with and it is that Trump ruins everything 

gettrumpguitars.com",,
Trump,house-trump,variant,1,Oligarch Musk has his eyes on the prize: the White House-Trump better sleep with one eye open as Musk is going to move in and launch a coup.,,
Trump,judgestrump,variant,1,"Our goal is now to minimize the lifetime federal judgesTrump appoints …

Biden-Harris and Dems did a great job of filling all the vacancies thankfully",,
Trump,maryltrump,variant,1,"Look who else is here!!! Mary Trump!!

maryltrump.bsky.social",,
Trump,mcdonalds-,variant,1,"Welcome to the world of RFK Jr.

Eat as I say, not as I moo

McDonalds- The official fast food of the Trump intelligentsia.",,
Trump,mctodayisthedaytrumppivotedandbecamepresidential,variant,1,the McTodayIsTheDayTrumpPivotedAndBecamePresidential is back,,
